Rk,Lineup,Lineup_2,Lineup_3,Lineup_4,Lineup_5,Tm,Season,G,MP,TM,OPP,Pace,FG,FGA,FG%,3P,3PA,3P%,EFG%,FT,FTA,FT%,PTS%
6816,A. Horford,J. Jenkins,K. Korver,P. Millsap,D. Schröder,ATL,2014-15,1,0.4,1,1,137.1,0,-1,0,0,0,0,0,0,0,0,0
6817,A. Horford,J. Jenkins,K. Korver,P. Millsap,J. Teague,ATL,2014-15,1,0.8,1,1,58.8,0,-2,0,0,0,0,0,0,0,0,0
6818,A. Afflalo,W. Chandler,R. Foye,J. Hickson,T. Lawson,DEN,2014-15,1,3.2,7,7,106.1,0,1,-0.048,0,1,0,-0.048,0,0,0,0
6819,A. Afflalo,A. Gee,J. Hickson,T. Lawson,J. McGee,DEN,2014-15,1,1,3,2,116.1,-1,-2,-0.333,0,0,-0.333,-0.333,2,2,0,0
6820,W. Chandler,J. Hickson,T. Lawson,J. Nelson,J. Nurkic,DEN,2014-15,2,4.8,9,9,89.4,-1,-2,0.025,1,1,0.088,0.088,1,2,0,0
6821,G. Henderson,A. Jefferson,G. Neal,L. Stephenson,C. Zeller,CHO,2014-15,3,4.7,9,9,92.2,-1,-3,0.025,0,2,0.025,0.025,2,1,0.417,0
6822,T. Ariza,C. Brewer,I. Canaan,J. Dorsey,K. Papanikolaou,HOU,2014-15,1,1.2,3,3,116.8,0,1,-0.5,0,0,0,-0.75,0,0,0,0
6823,G. Hill,C. Miles,D. Rudez,C. Watson,D. West,IND,2014-15,4,1.6,10,9,291.1,5,9,0.5,3,7,0.375,0.65,-13,-16,0,0
6824,M. Conley,M. Gasol,C. Lee,J. Leuer,B. Udrih,MEM,2014-15,1,0.1,1,0,180,0,0,0,0,0,0,0,0,0,0,0
6825,L. Aldridge,W. Barton,N. Batum,S. Blake,D. Wright,POR,2014-15,1,1,1,2,70.8,1,2,0.333,0,-1,0.333,0.333,-2,-2,0,0
6826,L. Aldridge,S. Blake,C. Kaman,W. Matthews,D. Wright,POR,2014-15,1,1.4,3,2,86.7,0,2,0,0,1,0,0,0,0,0,0
6827,A. Bennett,C. Budinger,G. Dieng,K. Martin,A. Wiggins,MIN,2014-15,1,0.1,0,1,288,0,-1,0,0,0,0,0,0,0,0,0
6828,A. Aminu,J. Barea,R. Felton,R. Jefferson,C. Villanueva,DAL,2014-15,1,0.1,0,1,240,0,-1,0,0,-1,0,0,0,0,0,0
6829,D. Dedmon,B. Gordon,W. Green,M. Harkless,T. Harris,ORL,2014-15,1,2.2,4,5,98.2,-1,-2,0,0,-1,0,0,2,0,1,0
6830,E. Fournier,A. Gordon,W. Green,M. Harkless,T. Harris,ORL,2014-15,1,0.9,1,1,54.3,0,-1,0,0,0,0,0,0,0,0,0
6831,B. Bass,A. Bradley,J. Crowder,M. Smart,J. Young,BOS,2014-15,4,2.3,6,6,124.3,0,2,-0.133,0,3,0,-0.133,0,-2,0.25,0
6832,C. Bosh,M. Chalmers,D. Granger,T. Johnson,S. Napier,MIA,2014-15,1,0.3,1,0,96,0,2,0,0,0,0,0,0,0,0,0
6833,C. Bosh,M. Chalmers,D. Granger,T. Johnson,H. Whiteside,MIA,2014-15,1,1.2,2,2,83.5,0,-2,0.667,0,0,0.667,0.667,0,0,0,0
6834,N. Cole,J. Ennis,T. Johnson,H. Whiteside,S. Williams,MIA,2014-15,1,2,4,4,95.2,1,1,0.167,0,1,0.167,0.167,-2,-4,0,0
6835,M. Smart,M. Thornton,G. Wallace,J. Young,T. Zeller,BOS,2014-15,1,4.9,11,10,102.2,1,0,0.111,0,-2,0,0.111,-2,-2,0,0
6836,Q. Acy,L. Amundson,C. Anthony,L. Galloway,T. Hardaway,NYK,2014-15,1,3.2,5,6,82.1,1,3,0.2,0,2,0.2,0.2,-2,-3,0.2,0
6837,M. Barnes,J. Crawford,S. Hawes,C. Paul,A. Rivers,LAC,2014-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6838,B. Bogdanovi?,M. Brown,J. Johnson,D. Morris,D. Williams,BRK,2014-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6839,B. Bogdanovi?,K. Garnett,D. Morris,M. Plumlee,D. Williams,BRK,2014-15,1,2,4,3,83.3,0,2,-0.267,0,3,-0.75,-0.333,0,1,0,0
6840,B. Bogdanovi?,C. Jefferson,B. Lopez,D. Morris,D. Williams,BRK,2014-15,1,3.3,6,6,86.4,0,-3,0.214,0,-1,0.214,0.214,0,0,0,0
6841,R. Covington,L. Drew,J. Grant,N. Noel,J. Sampson,PHI,2014-15,1,1,2,1,75.8,0,0,0,0,0,0,0,0,0,0,0
6842,R. Covington,L. Drew,J. Grant,J. Sampson,H. Sims,PHI,2014-15,1,1.1,1,2,64.5,0,0,0,0,-1,0,0,0,0,0,0
6843,M. Dellavedova,J. Harris,M. Miller,I. Shumpert,T. Thompson,CLE,2014-15,1,1,1,2,74.5,0,-2,0,0,-2,0,0,0,0,0,0
6844,K. Irving,L. James,T. Mozgov,I. Shumpert,J. Smith,CLE,2014-15,5,10.6,24,23,106.4,5,3,0.206,-2,1,-0.292,0.134,-8,-10,-0.036,0
6845,T. Allen,N. Calathes,M. Gasol,J. Green,C. Lee,MEM,2014-15,1,0.1,0,1,288,0,-1,0,0,0,0,0,0,0,0,0
6846,G. Antetokounmpo,J. Bayless,J. Dudley,J. GutiÃ©rrez,J. Henson,MIL,2014-15,2,7.1,11,9,67.3,-2,-1,-0.167,0,-2,0.133,-0.161,4,6,0,0
6847,G. Antetokounmpo,J. Bayless,J. Dudley,J. GutiÃ©rrez,K. Martin,MIL,2014-15,1,3.6,8,8,106.7,1,0,0.167,-1,-2,0.083,0.083,-1,0,-0.25,0
6848,D. DeRozan,K. Lowry,P. Patterson,T. Ross,L. Williams,TOR,2014-15,1,1.7,3,2,69.9,0,0,0,0,0,0,0,0,0,0,0
6849,B. Beal,N. HilÃ¡rio,K. Humphries,O. Porter,G. Temple,WAS,2014-15,1,0.8,1,2,88.2,1,0,1,0,0,1,1,-2,-2,0,0
6850,B. Beal,N. HilÃ¡rio,K. Humphries,G. Temple,J. Wall,WAS,2014-15,1,2.6,4,3,64.2,-2,0,-0.667,0,1,-0.667,-0.667,4,4,0,0
6851,A. Bradley,J. Crowder,M. Smart,J. Sullinger,J. Young,BOS,2014-15,3,4.3,8,7,83.7,1,1,0.089,-1,0,-0.2,0.018,-1,-3,0,0
6852,L. Drew,K. McDaniels,J. Sampson,H. Sims,H. Thompson,PHI,2014-15,1,0.4,0,1,68.6,0,-1,0,0,0,0,0,0,0,0,0
6853,T. Booker,T. Burke,D. Exum,J. Ingles,E. Kanter,UTA,2014-15,1,1.4,3,3,101.6,0,0,0,0,0,0,0,0,0,0,0
6854,L. Barbosa,H. Barnes,F. Ezeli,D. Lee,S. Livingston,GSW,2014-15,2,4.7,9,9,91.3,1,1,0.056,-1,-2,-0.007,-0.007,-1,1,-1,0
6855,A. Afflalo,D. Arthur,K. Faried,D. Gallinari,T. Lawson,DEN,2014-15,1,0.3,2,1,240,0,2,0,0,2,0,0,0,-2,0,0
6856,D. Arthur,D. Gallinari,E. Green,G. Harris,J. Hickson,DEN,2014-15,2,2.3,4,5,92.6,0,-2,0.167,0,-1,0.167,0.167,0,-2,0,0
6857,A. Bradley,P. Pressey,M. Smart,J. Sullinger,J. Young,BOS,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6858,J. Anthony,D. Augustin,C. Martin,G. Monroe,K. Singler,DET,2014-15,1,0.5,1,1,96,0,0,0,0,0,0,0,0,0,0,0
6859,A. Bennett,K. Martin,N. Pekovic,R. Rubio,T. Young,MIN,2014-15,1,0.5,1,1,92.9,0,-1,0,0,0,0,0,0,0,0,0
6860,M. Chalmers,L. Deng,J. Ennis,T. Johnson,H. Whiteside,MIA,2014-15,3,2.9,7,6,107.6,0,0,0,1,1,0.1,0.1,-1,0,-0.5,0
6861,R. Jackson,K. Perkins,A. Roberson,I. Smith,D. Waiters,OKC,2014-15,1,0.2,1,0,130.9,0,0,0,0,0,0,0,0,0,0,0
6862,M. Belinelli,T. Duncan,M. Ginóbili,K. Leonard,P. Mills,SAS,2014-15,1,0.3,1,0,80,0,0,0,0,0,0,0,0,0,0,0
6863,E. Fournier,W. Green,M. Harkless,V. Oladipo,K. O'Quinn,ORL,2014-15,1,0.1,0,1,240,0,0,0,0,0,0,0,0,0,0,0
6864,A. Anderson,B. Bogdanovi?,C. Jefferson,B. Lopez,D. Williams,BRK,2014-15,5,15.6,29,30,91.1,0,-12,0.209,-3,-10,-0.231,0.164,3,4,-0.143,0
6865,T. Booker,D. Exum,J. Ingles,C. Johnson,E. Kanter,UTA,2014-15,1,1.4,2,2,70.2,0,0,0,0,0,0,0,0,0,0,0
6866,J. Barea,R. Felton,R. Jefferson,G. Smith,C. Villanueva,DAL,2014-15,1,2.6,5,5,91.7,0,-1,0.024,0,-1,0,0.024,0,-2,0,0
6867,D. Cousins,R. Gay,R. McCallum,Q. Miller,N. Stauskas,SAC,2014-15,1,0.4,0,1,65.5,0,-2,0,0,0,0,0,0,0,0,0
6868,R. Covington,T. Frazier,J. Grant,J. Sampson,H. Thompson,PHI,2014-15,1,0.2,1,1,240,0,-1,0,0,-1,0,0,0,2,0,0
6869,T. Frazier,L. Mbah a Moute,K. McDaniels,N. Noel,H. Thompson,PHI,2014-15,3,6.5,15,12,100.5,0,1,-0.038,-1,-2,-0.067,-0.087,1,0,0.25,0
6870,J. Grant,K. McDaniels,J. Sampson,H. Sims,H. Thompson,PHI,2014-15,3,18,40,42,109.4,1,-1,0.045,-3,-6,-0.3,-0.002,1,0,0.071,0
6871,C. Aldrich,J. Calderón,L. Galloway,T. Hardaway,L. Thomas,NYK,2014-15,1,0.3,0,1,84.7,0,-1,0,0,0,0,0,0,0,0,0
6872,J. Bayless,J. Dudley,E. Ilyasova,O. Mayo,J. O'Bryant,MIL,2014-15,1,2.9,6,7,106.4,1,1,0.071,0,-1,0.167,0.06,-2,-2,0,0
6873,G. Hill,S. Hill,C. Miles,R. Stuckey,D. West,IND,2014-15,3,0.8,0,3,93.9,0,-3,0,0,-3,0,0,0,0,0,0
6874,G. Hill,D. Rudez,R. Stuckey,D. West,S. Whittington,IND,2014-15,1,1.4,3,2,85.7,0,-2,0.25,0,0,0.25,0.25,0,0,0,0
6875,A. Bennett,N. Pekovic,R. Rubio,M. Williams,T. Young,MIN,2014-15,1,1,3,3,139.4,0,2,0,0,0,0,0,0,-2,0,0
6876,N. Calathes,M. Conley,J. Green,J. Green,K. Koufos,MEM,2014-15,2,7,12,14,88.7,0,0,0,0,1,0,0,0,2,0,0
6877,S. Adams,K. Durant,K. Perkins,A. Roberson,R. Westbrook,OKC,2014-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,E. Fournier,W. Green,T. Harris,K. O'Quinn,E. Payton,ORL,2014-15,1,1.2,3,2,102.9,-1,0,-0.5,0,1,-0.5,-0.5,2,2,0,0
6879,C. Frye,W. Green,T. Harris,K. O'Quinn,E. Payton,ORL,2014-15,1,0.2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
6880,A. Baynes,M. Belinelli,M. Bonner,K. Leonard,P. Mills,SAS,2014-15,2,2.8,4,5,77.6,0,0,0,0,1,0,0,0,0,0,0
6881,M. Belinelli,M. Bonner,D. Green,P. Mills,T. Splitter,SAS,2014-15,2,3.5,6,6,81.9,-1,-1,-0.071,1,2,0.012,0.012,1,1,0,0
6882,N. Cole,L. Deng,J. Ennis,J. Hamilton,T. Johnson,MIA,2014-15,1,0.5,1,1,102.9,-1,-1,0,0,0,2,2,2,2,0,0
6883,A. Bradley,M. Smart,J. Sullinger,M. Thornton,E. Turner,BOS,2014-15,1,2.4,4,3,69.5,0,-1,0.083,0,0,0,0.083,0,0,0,0
6884,A. Ajinça,L. Babbitt,T. Douglas,Q. Pondexter,J. Withey,NOP,2014-15,1,3.9,7,7,86.5,0,-2,0.057,0,-4,0.057,0.057,0,0,0,0
6885,C. Aldrich,J. Calderón,T. Hardaway,J. Smith,L. Thomas,NYK,2014-15,1,0.7,2,2,134,0,1,0,0,0,0,0,0,0,0,0
6886,L. Barbosa,S. Curry,D. Green,D. Lee,K. Thompson,GSW,2014-15,1,1.3,3,2,90,0,2,0,0,1,0,0,0,0,0,0
6887,R. Covington,T. Frazier,J. Grant,K. McDaniels,N. Noel,PHI,2014-15,1,2,5,4,108,-1,-1,-0.25,0,0,0,-0.25,2,2,0,0
6888,G. Henderson,J. Maxiell,L. Stephenson,J. Taylor,M. Williams,CHO,2014-15,1,0.5,1,1,90,0,1,0,0,1,0,0,0,-2,0,0
6889,O. Casspi,R. Evans,Q. Miller,R. Sessions,N. Stauskas,SAC,2014-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,A. Anderson,J. Jack,J. Jordan,B. Lopez,D. Williams,BRK,2014-15,1,2.7,6,5,99,-1,-1,-0.1,-2,-1,-0.667,-0.3,4,5,0,0
6891,R. Butler,K. Humphries,K. Séraphin,G. Temple,J. Wall,WAS,2014-15,1,1.4,3,2,83.7,1,2,0.333,0,-1,0.333,0.333,-2,-2,0,0
6892,G. Henderson,B. Roberts,L. Stephenson,J. Taylor,M. Williams,CHO,2014-15,1,0.1,0,1,205.7,0,-1,0,0,0,0,0,0,0,0,0
6893,R. Hibbert,G. Hill,S. Hill,D. Rudez,D. West,IND,2014-15,5,27.5,54,54,94.3,-2,-2,-0.026,2,7,0.017,-0.003,2,5,-0.167,0
6894,G. Hill,C. Miles,L. Scola,R. Stuckey,D. West,IND,2014-15,7,19.5,42,40,101,1,-6,0.1,1,2,0.033,0.124,-3,0,-0.273,0
6895,S. Hill,C. Miles,D. Rudez,L. Scola,C. Watson,IND,2014-15,2,0.7,2,0,73.8,0,2,0,0,1,0,0,0,0,0,0
6896,J. Maxiell,G. Neal,L. Stephenson,J. Taylor,M. Williams,CHO,2014-15,1,1.4,3,3,106.7,-1,-1,-0.5,0,0,-0.5,-0.5,2,3,-0.25,0
6897,T. Black,E. Davis,W. Ellington,J. Lin,N. Young,LAL,2014-15,1,0.6,1,2,123.4,0,0,0,0,-1,0,0,0,-2,0,0
6898,M. Dellavedova,T. Mozgov,I. Shumpert,J. Smith,T. Thompson,CLE,2014-15,4,3.1,5,7,93.4,-1,-5,-0.167,-1,-2,-0.333,-0.25,3,4,0,0
6899,J. Anthony,K. Caldwell-Pope,J. Lucas III,K. Singler,A. Tolliver,DET,2014-15,1,0.2,1,0,102.9,0,1,0,0,1,0,0,0,0,0,0
6900,A. Bennett,G. Dieng,Z. LaVine,K. Martin,T. Young,MIN,2014-15,1,5.1,9,8,79.7,0,3,-0.171,-1,-1,-0.5,-0.243,1,2,0,0
6901,S. Blake,M. Leonard,D. Lillard,R. Lopez,W. Matthews,POR,2014-15,1,1.2,3,3,116.8,0,-2,0.133,0,0,0,0.133,0,0,0,0
6902,P. Anti?,K. Bazemore,A. Horford,K. Korver,J. Teague,ATL,2014-15,1,3.5,8,7,103.8,0,1,-0.054,0,2,0,-0.054,0,0,0,0
6903,N. Collison,K. Durant,S. Ibaka,R. Jackson,R. Westbrook,OKC,2014-15,1,2.3,4,3,74.1,0,1,-0.167,-1,0,-1,-0.333,1,2,0,0
6904,N. Collison,K. Durant,R. Jackson,M. McGary,D. Waiters,OKC,2014-15,3,7.7,15,16,96.8,0,-1,0.026,0,-1,0.033,0.028,0,0,0,0
6905,N. Collison,R. Jackson,M. McGary,D. Waiters,R. Westbrook,OKC,2014-15,1,2.9,5,6,90.5,1,3,-0.175,0,0,0,-0.175,-2,-3,0,0
6906,D. Dedmon,A. Gordon,W. Green,V. Oladipo,K. O'Quinn,ORL,2014-15,1,0.4,0,1,57.6,0,-1,0,0,0,0,0,0,0,0,0
6907,O. Casspi,R. McCallum,R. Sessions,J. Thompson,D. Williams,SAC,2014-15,1,0.3,0,1,90,0,-1,0,0,0,0,0,0,0,0,0
6908,G. Dragi?,G. Green,M. Morris,M. Morris,P. Tucker,PHO,2014-15,1,2.8,7,7,119.3,0,3,-0.5,0,0,0,-0.583,0,0,0,0
6909,R. Evans,C. Landry,B. McLemore,R. Sessions,D. Williams,SAC,2014-15,1,0.7,1,1,67,0,-1,0,0,-1,0,0,0,0,0,0
6910,J. Barea,R. Felton,D. Harris,R. Jefferson,C. Villanueva,DAL,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,J. Barea,D. Harris,C. Parsons,D. Powell,C. Villanueva,DAL,2014-15,1,3.2,6,7,96.5,1,-1,0.417,1,-1,1,0.583,-3,-2,-0.25,0
6912,J. Crawford,C. Paul,J. Redick,A. Rivers,H. Turkoglu,LAC,2014-15,2,0.2,1,0,102.9,0,1,0,0,0,0,0,0,0,0,0
6913,D. Arthur,K. Faried,D. Gallinari,E. Green,G. Harris,DEN,2014-15,1,1.3,2,1,56.8,0,1,0,0,1,0,0,0,0,0,0
6914,N. Collison,K. Durant,R. Jackson,M. McGary,A. Roberson,OKC,2014-15,1,1.3,1,2,56.8,0,-1,0,0,-1,0,0,0,0,0,0
6915,N. Collison,K. Durant,M. McGary,A. Roberson,D. Waiters,OKC,2014-15,1,0.2,0,1,110.8,0,-1,0,0,-1,0,0,0,0,0,0
6916,K. Durant,S. Ibaka,M. McGary,A. Morrow,R. Westbrook,OKC,2014-15,1,1.6,3,4,103.9,0,-2,0.5,-1,-1,0.375,0.375,1,2,0,0
6917,S. Hill,D. Rudez,L. Scola,R. Stuckey,C. Watson,IND,2014-15,1,0.2,1,0,144,0,1,0,0,0,0,0,0,0,0,0
6918,L. Amundson,C. Anthony,T. Hardaway,S. Larkin,J. Smith,NYK,2014-15,1,0.6,1,2,113.7,0,0,0,0,0,0,0,0,0,0,0
6919,C. Anthony,A. Bargnani,J. Calderón,L. Galloway,A. Stoudemire,NYK,2014-15,1,0.6,1,1,82.3,0,1,0,0,0,0,0,0,0,0,0
6920,C. Bosh,N. Cole,L. Deng,T. Johnson,H. Whiteside,MIA,2014-15,1,1.1,3,2,109.1,0,0,0,0,0,0,0,0,0,0,0
6921,L. Galloway,S. Larkin,J. Smith,A. Stoudemire,L. Thomas,NYK,2014-15,1,2.3,3,2,53.3,0,1,-0.083,0,0,0,-0.083,0,0,0,0
6922,K. Bazemore,E. Brand,D. Carroll,K. Korver,D. Schröder,ATL,2014-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,A. Ajinça,A. Ajinça,L. Babbitt,T. Evans,E. Gordon,NOP,2014-15,2,7.3,15,15,99.1,1,7,-0.229,3,1,1,-0.135,-5,-5,0,0
6924,T. Burke,D. Favors,E. Kanter,E. Millsap,S. Novak,UTA,2014-15,1,0.3,1,0,75.8,0,1,0,0,0,0,0,0,0,0,0
6925,R. Covington,T. Frazier,J. Grant,L. Mbah a Moute,K. McDaniels,PHI,2014-15,1,0.1,1,0,180,0,1,0,0,1,0,0,0,0,0,0
6926,O. Casspi,R. Gay,C. Landry,R. McCallum,B. McLemore,SAC,2014-15,1,0.4,1,1,120,0,0,0,0,-1,0,0,0,0,0,0
6927,P. Gasol,T. Gibson,N. Mirotic,E. Moore,T. Snell,CHI,2014-15,1,0.4,0,1,68.6,0,-1,0,0,0,0,0,0,0,0,0
6928,J. Anthony,L. Datome,S. Dinwiddie,J. Jerebko,J. Meeks,DET,2014-15,2,5.3,9,9,81.8,1,3,-0.029,-1,-1,-0.333,-0.1,-1,-2,0.25,0
6929,P. Hairston,B. Roberts,J. Taylor,N. Vonleh,C. Zeller,CHO,2014-15,1,3.6,7,7,94.2,-1,-3,-0.036,1,1,0.5,0.089,1,2,-0.25,0
6930,A. Jefferson,B. Roberts,L. Stephenson,J. Taylor,M. Williams,CHO,2014-15,1,2.1,5,5,115.2,1,1,0.167,0,1,0.167,0.167,-2,-2,0,0
6931,B. Roberts,J. Taylor,N. Vonleh,M. Williams,C. Zeller,CHO,2014-15,1,1.6,3,2,77.4,0,2,-0.25,0,0,0,-0.25,0,0,0,0
6932,A. Anderson,M. Brown,J. Johnson,J. Jordan,M. Plumlee,BRK,2014-15,1,3.5,5,4,61.1,0,1,-0.071,0,2,-0.667,-0.083,0,1,0,0
6933,C. Bosh,M. Chalmers,L. Deng,T. Johnson,S. Napier,MIA,2014-15,1,0.2,1,0,144,0,2,0,0,0,0,0,0,0,0,0
6934,C. Bosh,M. Chalmers,L. Deng,T. Johnson,H. Whiteside,MIA,2014-15,1,1.5,3,3,98.2,0,1,-0.167,0,0,0,-0.167,0,0,0,0
6935,A. Aminu,J. Barea,M. Ellis,B. James,C. Parsons,DAL,2014-15,1,1.4,2,1,50.2,0,1,-0.167,0,0,0,-0.25,0,0,0,0
6936,A. Baynes,M. Bonner,M. Ginóbili,D. Green,T. Parker,SAS,2014-15,1,0.6,2,2,169.4,0,0,0,-1,-1,-0.5,-0.5,1,0,0.5,0
6937,A. Baynes,M. Ginóbili,D. Green,C. Joseph,T. Parker,SAS,2014-15,1,2.6,6,5,100.9,1,1,0.15,0,0,0,0.15,-2,-2,0,0
6938,M. Barnes,J. Crawford,G. Davis,C. Paul,A. Rivers,LAC,2014-15,1,0.5,1,2,135,-1,-2,0,0,0,2,2,2,2,0,0
6939,G. Antetokounmpo,J. Dudley,J. GutiÃ©rrez,J. Henson,B. Knight,MIL,2014-15,1,2.8,7,7,118.6,0,0,0,0,0,0,0,0,0,0,0
6940,J. Dudley,J. GutiÃ©rrez,O. Mayo,K. Middleton,Z. Pachulia,MIL,2014-15,1,0.4,0,1,68.6,0,0,0,0,0,0,0,0,0,0,0
6941,L. Barbosa,A. Bogut,S. Curry,D. Green,K. Thompson,GSW,2014-15,1,0.5,2,1,144,0,1,-0.5,0,1,-0.5,-0.5,0,0,0,0
6942,R. Hibbert,G. Hill,D. Rudez,L. Scola,C. Watson,IND,2014-15,3,6.1,12,12,94.7,1,0,0.111,0,1,0,0.111,-2,-2,0,0
6943,T. Allen,N. Calathes,M. Conley,J. Green,C. Lee,MEM,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,N. Collison,K. Durant,R. Jackson,M. McGary,A. Morrow,OKC,2014-15,1,0.4,1,1,125.2,0,0,0,0,0,0,0,0,0,0,0
6945,N. Collison,K. Durant,M. McGary,A. Morrow,R. Westbrook,OKC,2014-15,1,1.7,3,5,112.9,1,-2,0.75,0,0,0.75,0.75,-2,-2,0,0
6946,N. Collison,S. Ibaka,A. Morrow,A. Roberson,I. Smith,OKC,2014-15,1,0.3,1,1,169.4,0,0,0,0,0,0,0,0,0,0,0
6947,P. Jones,J. Lamb,A. Morrow,A. Roberson,I. Smith,OKC,2014-15,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6948,L. Amundson,J. Calderón,C. Early,L. Galloway,J. Smith,NYK,2014-15,3,8.5,16,17,93.4,1,-1,0.1,1,2,0.333,0.136,-3,-5,0.333,0
6949,J. Calderón,C. Early,L. Galloway,J. Smith,A. Stoudemire,NYK,2014-15,1,1.3,4,2,108,-1,3,-1,0,1,-1,-1,2,2,0,0
6950,D. Dedmon,E. Fournier,A. Gordon,W. Green,L. Ridnour,ORL,2014-15,3,9.4,17,18,89.7,2,4,0,3,4,0.5,0.107,-7,-5,-1,0
6951,C. Early,L. Galloway,P. Prigioni,J. Smith,A. Stoudemire,NYK,2014-15,1,1.2,2,2,81.1,0,1,-0.167,0,0,-0.167,-0.167,0,0,0,0
6952,E. Fournier,A. Gordon,V. Oladipo,L. Ridnour,N. Vucevic,ORL,2014-15,1,0.4,1,0,68.6,0,1,0,0,0,0,0,0,0,0,0
6953,A. Gordon,W. Green,V. Oladipo,K. O'Quinn,L. Ridnour,ORL,2014-15,1,1.5,3,3,99.3,0,-1,0.167,0,1,0.167,0.167,0,0,0,0
6954,T. Black,W. Ellington,W. Johnson,R. Kelly,R. Sacre,LAL,2014-15,1,0.1,0,1,480,0,-1,0,0,0,0,0,0,0,0,0
6955,D. DeRozan,A. Johnson,K. Lowry,P. Patterson,J. Valan?i?nas,TOR,2014-15,1,0.2,0,1,160,0,-1,0,0,-1,0,0,0,0,0,0
6956,K. Irving,J. Jones,T. Mozgov,I. Shumpert,J. Smith,CLE,2014-15,2,6.6,14,15,105.7,1,1,0.055,-1,1,-0.333,0.005,-1,-1,0,0
6957,M. Belinelli,T. Duncan,M. Ginóbili,P. Mills,T. Splitter,SAS,2014-15,1,1,3,2,122,-1,-1,-0.5,0,0,-0.5,-0.5,2,2,0,0
6958,A. Aminu,J. Barea,C. Parsons,R. Rondo,C. Villanueva,DAL,2014-15,2,2.7,4,5,81.5,0,-1,0.167,0,-1,0.167,0.208,0,-2,0,0
6959,J. Barea,B. James,R. Jefferson,D. Nowitzki,R. Rondo,DAL,2014-15,1,1.5,3,3,96,0,-2,0.667,0,0,0.667,0.667,0,0,0,0
6960,T. Ariza,C. Brewer,T. Jones,K. Papanikolaou,J. Terry,HOU,2014-15,1,1.1,4,4,169.4,2,3,-0.25,0,0,-0.25,-0.25,-4,-5,-0.292,0
6961,C. Butler,S. Dinwiddie,A. Drummond,J. Meeks,G. Monroe,DET,2014-15,2,2.5,6,3,85.3,0,-1,0,0,-1,0,0,0,-2,0.5,0
6962,K. Caldwell-Pope,A. Drummond,J. Lucas III,C. Martin,A. Tolliver,DET,2014-15,1,1,2,2,96,0,0,0,1,2,0.25,0.25,-1,-1,0,0
6963,S. Dinwiddie,C. Martin,J. Meeks,G. Monroe,A. Tolliver,DET,2014-15,2,9.7,19,20,96.7,-4,-4,-0.125,1,3,-0.1,-0.073,7,7,0.233,0
6964,E. Davis,J. Hill,J. Lin,R. Price,N. Young,LAL,2014-15,1,24.2,50,50,99.2,3,5,0.019,0,3,-0.086,0.017,-6,-2,-0.26,0
6965,G. Antetokounmpo,T. Ennis,O. Mayo,J. O'Bryant,Z. Pachulia,MIL,2014-15,1,0.1,1,0,480,0,1,0,0,1,0,0,0,0,0,0
6966,J. Bayless,J. Dudley,T. Ennis,O. Mayo,Z. Pachulia,MIL,2014-15,1,6,10,11,84.7,1,-2,0.2,-2,-5,0.1,0.1,0,0,0,0
6967,R. Bullock,A. Goodwin,M. Morris,M. Morris,P. Tucker,PHO,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,G. Dieng,Z. LaVine,S. Muhammad,G. Neal,A. Payne,MIN,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,G. Dieng,Z. LaVine,N. Pekovic,R. Rubio,A. Wiggins,MIN,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,S. Muhammad,G. Neal,A. Payne,N. Pekovic,R. Rubio,MIN,2014-15,1,1.1,3,2,105.9,0,0,0,0,1,0,0,0,1,0,0
6971,Q. Acy,A. Bargnani,J. Calderón,T. Hardaway,L. Thomas,NYK,2014-15,1,1.9,4,5,112.7,1,2,0,1,1,0.5,0.125,-3,-4,0,0
6972,C. Aldrich,A. Bargnani,L. Galloway,T. Hardaway,L. Thomas,NYK,2014-15,4,7.2,16,16,107.2,1,-1,0.122,0,0,0,0.122,-2,0,-1,0
6973,L. Amundson,J. Calderón,T. Hardaway,L. Thomas,T. Wear,NYK,2014-15,1,0.6,1,2,130.9,1,0,1,0,0,1,1,-2,-2,0,0
6974,M. Chalmers,J. Ennis,U. Haslem,S. Napier,H. Whiteside,MIA,2014-15,1,1.3,3,4,129.2,0,-2,0.667,0,0,0.667,0.667,0,-2,0,0
6975,C. Frye,W. Green,A. Nicholson,V. Oladipo,E. Payton,ORL,2014-15,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
