Rk,Lineup,Lineup_2,Lineup_3,Lineup_4,Lineup_5,Tm,Season,G,MP,TM,OPP,Pace,FG,FGA,FG%,3P,3PA,3P%,EFG%,FT,FTA,FT%,PTS%
3204,A. Baynes,M. Belinelli,T. Duncan,K. Leonard,P. Mills,SAS,2014-15,1,1.9,3,5,102.9,2,0,0.667,0,0,0.667,0.667,-1,-2,3,3
3205,A. Baynes,M. Belinelli,M. Ginóbili,D. Green,C. Joseph,SAS,2014-15,1,2.8,6,6,104.1,0,-1,0.1,1,3,0.225,0.225,2,2,0.25,3
3206,A. Baynes,M. Ginóbili,K. Leonard,T. Parker,T. Splitter,SAS,2014-15,2,2.4,3,5,79.4,2,1,0.4,1,0,1,0.5,-2,-3,3,3
3207,K. Bazemore,E. Brand,J. Jenkins,P. Millsap,J. Teague,ATL,2014-15,1,1.2,2,2,80,2,2,0.667,0,0,0.667,0.667,-1,-2,3,3
3208,K. Bazemore,J. Jenkins,M. Muscala,M. Scott,T. Sefolosha,ATL,2014-15,2,6.1,12,12,94.4,1,0,0.091,1,-4,0.5,0.136,0,0,0,3
3209,M. Beasley,M. Chalmers,G. Dragi?,J. Ennis,H. Whiteside,MIA,2014-15,1,1.7,3,4,99.8,2,-1,0.667,1,0,1,0.833,-2,-4,3,3
3210,M. Belinelli,M. Bonner,C. Joseph,P. Mills,T. Splitter,SAS,2014-15,2,4.6,10,9,99.5,2,-2,0.35,0,-1,0.167,0.375,-1,-1,3,3
3211,M. Belinelli,T. Duncan,M. Ginóbili,D. Green,K. Leonard,SAS,2014-15,1,1.1,3,4,150.4,1,1,0.5,0,0,0,0.5,1,-2,0.417,3
3212,M. Belinelli,T. Duncan,M. Ginóbili,D. Green,T. Parker,SAS,2014-15,2,7.9,16,13,88.3,4,5,0.08,-2,1,-0.433,-0.026,-3,-3,3,3
3213,A. Bennett,C. Brewer,C. Budinger,R. Hummel,Z. LaVine,MIN,2014-15,2,5.2,9,11,93.2,1,-2,0.212,0,-1,0.5,0.222,1,0,0.5,3
3214,A. Bennett,C. Brewer,G. Dieng,S. Muhammad,A. Wiggins,MIN,2014-15,2,12.8,27,27,101.1,2,1,0.056,-2,-7,-0.25,0.017,1,2,-0.083,3
3215,A. Bennett,C. Brewer,Z. LaVine,M. Williams,T. Young,MIN,2014-15,1,2.1,6,5,123.8,1,2,-0.25,0,0,-0.25,-0.25,1,1,0,3
3216,A. Bennett,C. Budinger,A. Wiggins,M. Williams,T. Young,MIN,2014-15,3,7.3,14,13,89.2,0,-4,0.167,2,2,0.667,0.25,1,1,0,3
3217,A. Bennett,T. Daniels,G. Dieng,A. Wiggins,M. Williams,MIN,2014-15,2,3.7,8,8,104.3,0,0,0,0,-2,0,0,3,-1,0.667,3
3218,A. Bennett,T. Daniels,G. Dieng,M. Williams,T. Young,MIN,2014-15,2,7,11,12,78.7,1,-3,0.169,1,2,0.2,0.214,0,2,3,3
3219,A. Bennett,G. Dieng,S. Muhammad,R. Rubio,A. Wiggins,MIN,2014-15,1,4,9,8,101.6,-1,-1,-0.071,0,-1,-0.071,-0.071,5,6,3,3
3220,A. Bennett,G. Dieng,S. Muhammad,R. Rubio,M. Williams,MIN,2014-15,1,2.4,4,5,89.4,1,1,0.15,0,-1,0.15,0.15,1,0,0.5,3
3221,P. Beverley,T. Black,J. Dorsey,J. Harden,K. Papanikolaou,HOU,2014-15,1,1.5,3,2,79.1,0,1,-0.167,1,1,0,0,2,2,3,3
3222,P. Beverley,T. Black,F. Garcia,D. Howard,K. Papanikolaou,HOU,2014-15,1,2.7,6,5,96.6,3,3,0.5,0,1,0,0.5,-3,-4,3,3
3223,P. Beverley,C. Brewer,J. Harden,D. Howard,J. Smith,HOU,2014-15,5,13.9,31,30,105.1,-1,0,-0.036,2,6,0.073,0,3,4,-0.167,3
3224,S. Bhullar,R. Hollins,R. McCallum,B. McLemore,N. Stauskas,SAC,2014-15,1,1.1,2,2,91.4,1,0,0.5,0,0,0.5,0.5,1,1,3,3
3225,B. Biyombo,P. Hairston,G. Henderson,J. Maxiell,M. Williams,CHO,2014-15,3,16.5,31,32,91.5,3,2,0.067,0,0,0,0.064,-3,-4,-0.067,3
3226,B. Biyombo,P. Hairston,G. Henderson,J. Pargo,N. Vonleh,CHO,2014-15,1,5.5,10,10,87.3,1,0,0.1,-1,-2,-0.333,0.05,2,2,3,3
3227,B. Biyombo,P. Hairston,J. Taylor,N. Vonleh,M. Williams,CHO,2014-15,1,3,6,6,96.5,1,1,0.133,-1,0,-0.5,0.033,2,2,3,3
3228,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,L. Stephenson,K. Walker,CHO,2014-15,2,0.4,1,1,130.9,1,0,1,0,0,1,1,1,1,3,3
3229,B. Biyombo,G. Henderson,M. Kidd-Gilchrist,M. Williams,C. Zeller,CHO,2014-15,1,2.4,5,5,102.1,0,3,-0.429,2,3,-0.286,-0.286,1,1,0,3
3230,B. Biyombo,G. Henderson,J. Pargo,B. Roberts,C. Zeller,CHO,2014-15,1,1.2,2,1,60,1,0,0.5,0,0,0.5,0.5,1,1,3,3
3231,T. Black,F. Garcia,N. Johnson,K. Papanikolaou,J. Terry,HOU,2014-15,1,2.6,5,6,103.5,2,-2,0.667,0,0,0.667,0.667,-1,-2,3,3
3232,D. Blair,R. Butler,D. Gooden,A. Miller,O. Porter,WAS,2014-15,1,2.2,4,4,86.6,2,1,0.417,0,0,0.417,0.417,-1,-2,3,3
3233,S. Blake,V. Claver,A. Crabbe,J. Freeland,W. Matthews,POR,2014-15,1,0.6,2,2,155.7,1,1,1,1,1,0,0,0,0,3,3
3234,S. Blake,A. Crabbe,J. Freeland,C. Kaman,W. Matthews,POR,2014-15,11,48.7,96,98,95.7,1,-13,0.079,3,7,0.033,0.103,-2,-4,0.085,3
3235,S. Blake,C. Kaman,M. Leonard,D. Lillard,W. Matthews,POR,2014-15,3,8.1,18,15,98,1,6,-0.057,0,5,-0.208,-0.068,1,1,0.167,3
3236,S. Blake,C. Kaman,M. Leonard,W. Matthews,D. Wright,POR,2014-15,3,8.5,18,18,101.6,0,3,-0.1,4,7,0.056,0.025,-1,-2,0,3
3237,S. Blake,C. Kaman,D. Lillard,W. Matthews,C. McCollum,POR,2014-15,1,0.1,1,1,411.4,0,-1,0,0,-1,3,3,3,3,3,3
3238,E. Bledsoe,R. Bullock,G. Green,M. Morris,P. Tucker,PHO,2014-15,1,3.8,7,7,87.7,1,1,0.089,0,-1,0,0.089,1,1,0.167,3
3239,E. Bledsoe,G. Dragi?,G. Green,I. Thomas,P. Tucker,PHO,2014-15,3,4.8,7,10,85.9,0,-1,0.056,2,4,0.181,0.181,1,-2,0.6,3
3240,E. Bledsoe,G. Dragi?,M. Morris,P. Tucker,T. Warren,PHO,2014-15,2,4.1,7,7,83,0,-2,0.167,1,-1,1,0.25,2,1,0.5,3
3241,E. Bledsoe,A. Goodwin,M. Morris,I. Thomas,A. Tolliver,PHO,2014-15,1,0.7,2,1,100.5,1,2,1,1,2,0,0,0,0,3,3
3242,E. Bledsoe,G. Green,M. Morris,A. Tolliver,P. Tucker,PHO,2014-15,1,1.8,3,3,81.5,1,0,0.25,1,2,0.375,0.375,0,0,3,3
3243,E. Bledsoe,G. Green,M. Morris,P. Tucker,B. Wright,PHO,2014-15,3,7.2,13,14,90.4,0,0,0,0,3,-0.107,0,3,2,0.5,3
3244,E. Bledsoe,M. Morris,M. Morris,I. Thomas,P. Tucker,PHO,2014-15,5,14.8,27,28,89.2,0,4,-0.072,4,7,0.205,-0.006,-1,-4,0.375,3
3245,E. Bledsoe,M. Morris,M. Plumlee,I. Thomas,B. Wright,PHO,2014-15,5,9.7,18,17,86.6,1,-1,0.096,3,4,0.065,0.197,-2,0,-1,3
3246,E. Bledsoe,M. Morris,I. Thomas,P. Tucker,B. Wright,PHO,2014-15,3,5.5,10,11,91.1,2,2,0.101,0,-2,0.267,0.081,-1,-2,3,3
3247,B. Bogdanovi?,M. Brown,E. Clark,M. Plumlee,D. Williams,BRK,2014-15,1,0.8,2,2,122.6,1,0,0.5,1,1,0.75,0.75,0,0,3,3
3248,B. Bogdanovi?,M. Brown,J. GutiÃ©rrez,C. Jefferson,J. Jordan,BRK,2014-15,1,3.2,6,5,81.6,2,-3,0.607,0,0,0,0.607,-1,-1,0,3
3249,B. Bogdanovi?,K. Garnett,C. Jefferson,B. Lopez,D. Williams,BRK,2014-15,1,2,4,4,95.2,3,3,0.3,0,0,0.3,0.3,-3,-4,3,3
3250,A. Bogut,S. Curry,D. Green,J. Holiday,K. Thompson,GSW,2014-15,1,1.3,3,3,113.7,2,0,1,1,0,1,1.25,-2,-2,3,3
3251,A. Bogut,S. Curry,S. Livingston,M. Speights,K. Thompson,GSW,2014-15,1,1.7,6,4,145.5,-1,-2,0.067,1,1,0.233,0.233,4,6,3,3
3252,M. Bonner,M. Ginóbili,D. Green,C. Joseph,T. Splitter,SAS,2014-15,2,2.3,4,5,95.3,1,0,0.333,2,1,1,0.667,-1,-2,3,3
3253,M. Bonner,M. Ginóbili,D. Green,T. Parker,T. Splitter,SAS,2014-15,1,0.8,1,2,96,1,1,1,1,1,0,0,0,0,3,3
3254,T. Booker,T. Burke,D. Favors,J. Ingles,C. Johnson,UTA,2014-15,1,3.2,5,5,76.2,1,-1,0.35,0,1,-0.5,0.375,1,2,3,3
3255,T. Booker,T. Burke,G. Hayward,J. Ingles,E. Millsap,UTA,2014-15,2,1.3,5,2,132.6,0,1,0,0,-1,0,0,3,4,3,3
3256,T. Booker,B. Cotton,J. Evans,J. Ingles,C. Johnson,UTA,2014-15,1,0.7,2,2,144,1,-1,1,1,1,1.5,1.5,0,0,3,3
3257,C. Boozer,K. Bryant,E. Davis,W. Ellington,R. Price,LAL,2014-15,2,5.1,11,11,104.6,2,6,-0.036,2,1,0.667,0.055,-3,-5,-0.071,3
3258,C. Boozer,J. Clarkson,W. Ellington,W. Johnson,R. Kelly,LAL,2014-15,1,1.9,5,5,126.3,3,5,0.071,2,3,0.5,0.214,-5,-6,3,3
3259,A. Bradley,J. Crowder,L. Datome,J. Jerebko,E. Turner,BOS,2014-15,1,0.4,2,1,180,2,3,0,0,1,-1,-1,-1,-2,3,3
3260,A. Bradley,J. Crowder,K. Olynyk,P. Pressey,E. Turner,BOS,2014-15,2,0.1,2,0,360,1,2,1,1,1,0,0,0,0,3,3
3261,A. Bradley,J. Crowder,K. Olynyk,M. Smart,E. Turner,BOS,2014-15,2,0.9,3,0,84.7,1,2,1,1,2,0,0,0,0,3,3
3262,A. Bradley,J. Crowder,I. Thomas,G. Wallace,T. Zeller,BOS,2014-15,1,2.1,4,3,80.6,1,3,-0.1,0,0,0,-0.25,1,1,3,3
3263,A. Bradley,J. Crowder,E. Turner,J. Young,T. Zeller,BOS,2014-15,2,2.3,5,5,105.1,2,4,0.125,1,0,1,0.188,-2,-5,0.5,3
3264,A. Bradley,J. Green,K. Olynyk,J. Sullinger,M. Thornton,BOS,2014-15,1,1,2,2,92.9,1,1,0.5,1,2,0.75,0.75,0,0,3,3
3265,A. Bradley,J. Green,P. Pressey,J. Sullinger,E. Turner,BOS,2014-15,1,1.9,4,3,86.9,1,1,0.083,1,2,0.208,0.208,0,0,3,3
3266,A. Bradley,J. Green,R. Rondo,M. Smart,T. Zeller,BOS,2014-15,1,3.9,8,9,105.5,2,-1,0.292,-1,-1,-0.5,0.236,0,0,3,3
3267,A. Bradley,J. Jerebko,K. Olynyk,M. Smart,J. Young,BOS,2014-15,1,1.5,1,2,49.1,1,0,0.5,1,0,0.5,0.75,0,0,3,3
3268,A. Bradley,K. Olynyk,I. Thomas,E. Turner,T. Zeller,BOS,2014-15,1,3.3,7,7,102.3,3,4,0.125,0,1,-0.167,0.063,-3,-4,0.167,3
3269,A. Bradley,P. Pressey,T. Prince,M. Thornton,T. Zeller,BOS,2014-15,1,3.5,8,7,102.4,2,4,0.133,-1,0,-0.5,0.033,0,0,3,3
3270,A. Bradley,R. Rondo,J. Sullinger,E. Turner,T. Zeller,BOS,2014-15,4,6.6,14,12,95.3,-1,1,-0.103,-1,-2,-0.2,-0.144,6,7,0.133,3
3271,C. Brewer,G. Dieng,R. Hummel,K. Martin,R. Rubio,MIN,2014-15,1,0.6,2,2,160,1,1,0.5,1,0,1,0.75,0,0,3,3
3272,C. Brewer,G. Dieng,Z. LaVine,K. Martin,T. Young,MIN,2014-15,1,0.9,3,2,128.6,0,-1,0.167,1,2,0.417,0.417,2,2,3,3
3273,C. Brewer,J. Harden,D. Motiejunas,K. Papanikolaou,J. Terry,HOU,2014-15,1,1.6,3,3,90.9,1,0,0.5,1,0,1,0.75,0,-1,0.5,3
3274,C. Brewer,Z. LaVine,S. Muhammad,M. Williams,T. Young,MIN,2014-15,1,0.1,1,0,360,1,1,1,1,1,0,0,0,0,3,3
3275,A. Brooks,D. McDermott,N. Mirotic,N. Mohammed,E. Moore,CHI,2014-15,3,2.8,7,4,96,1,4,-0.048,0,3,-0.048,-0.048,1,2,-0.25,3
3276,J. Brown,D. Buycks,J. Clarkson,R. Kelly,R. Sacre,LAL,2014-15,1,6,12,12,95.5,-2,-3,-0.056,2,5,0.333,0.056,5,6,3,3
3277,J. Brown,D. Buycks,W. Johnson,R. Kelly,R. Sacre,LAL,2014-15,1,1.9,4,4,101.9,2,1,0.417,1,0,1,0.542,-2,-2,3,3
3278,L. Brown,C. Budinger,R. Hummel,Z. LaVine,A. Onuaku,MIN,2014-15,1,1.8,3,4,95.1,1,0,0.333,0,-1,0.333,0.333,1,0,0.5,3
3279,L. Brown,R. Hummel,K. Martin,A. Payne,A. Wiggins,MIN,2014-15,1,1.5,2,3,78.3,1,0,0.5,0,-1,0.5,0.5,1,0,0.5,3
3280,M. Brown,E. Clark,C. Jefferson,J. Jordan,D. Morris,BRK,2014-15,3,13.4,28,26,96.7,0,3,-0.048,-1,-4,0.042,-0.08,4,3,0.222,3
3281,M. Brown,B. Davies,C. Jefferson,S. Karasev,D. Morris,BRK,2014-15,1,1.3,4,3,130.9,1,2,0,-1,-1,-0.25,-0.25,2,2,3,3
3282,M. Brown,J. GutiÃ©rrez,C. Jefferson,S. Karasev,M. Plumlee,BRK,2014-15,2,7.8,14,13,82.7,2,2,0.083,-1,-2,-0.067,0.036,0,2,-0.667,3
3283,S. Brown,M. Chalmers,U. Haslem,S. Napier,S. Williams,MIA,2014-15,1,1,1,1,48.8,1,0,1,0,-1,1,1,1,1,3,3
3284,K. Bryant,E. Davis,W. Ellington,R. Price,N. Young,LAL,2014-15,1,0.3,1,1,180,1,1,1,1,1,0,0,0,0,3,3
3285,C. Budinger,G. Dieng,R. Hummel,Z. LaVine,G. Robinson,MIN,2014-15,1,6.8,14,13,95.3,-3,-4,-0.233,0,3,-0.75,-0.2,9,10,3,3
3286,C. Budinger,G. Dieng,R. Hummel,S. Muhammad,M. Williams,MIN,2014-15,3,4.1,7,7,83,1,2,0.029,0,0,0,0.029,1,0,0.5,3
3287,C. Budinger,J. Hamilton,S. Kilpatrick,Z. LaVine,A. Payne,MIN,2014-15,2,8.7,18,20,105.2,-2,-3,-0.038,0,-1,0,-0.038,7,8,3,3
3288,C. Budinger,R. Hummel,Z. LaVine,S. Muhammad,R. Turiaf,MIN,2014-15,1,1.1,2,1,67.5,0,-2,0,0,-1,3,3,3,4,3,3
3289,C. Budinger,K. Martin,A. Payne,R. Rubio,A. Wiggins,MIN,2014-15,1,4.1,8,8,92.9,3,0,0.375,0,-1,0.167,0.375,-3,-5,3,3
3290,R. Bullock,A. Goodwin,G. Green,M. Morris,M. Morris,PHO,2014-15,1,2.2,6,5,121.8,1,2,0.083,0,2,0.083,0.083,1,2,-0.333,3
3291,T. Burke,J. Cooley,B. Cotton,C. Johnson,E. Millsap,UTA,2014-15,1,3.5,8,8,110.8,0,-2,0.167,1,-1,1,0.25,2,5,3,3
3292,T. Burke,J. Evans,G. Hayward,J. Ingles,C. Johnson,UTA,2014-15,1,1.5,3,3,96,2,3,0.5,0,1,0.5,0.5,-1,0,-0.5,3
3293,T. Burke,R. Gobert,J. Ingles,E. Kanter,E. Williams,UTA,2014-15,1,1.9,3,4,87.7,1,2,0,1,1,0.125,0.125,0,-2,3,3
3294,C. Butler,S. Dinwiddie,J. Jerebko,G. Monroe,K. Singler,DET,2014-15,3,11,22,24,100.7,3,1,0.137,0,1,-0.167,0.135,-3,-2,-0.333,3
3295,C. Butler,J. Lucas III,C. Martin,G. Monroe,A. Tolliver,DET,2014-15,1,5.1,10,10,94.7,1,0,0.111,-1,0,-0.25,0.056,2,3,3,3
3296,J. Butler,K. Hinrich,N. Mirotic,N. Mohammed,T. Snell,CHI,2014-15,1,5.5,10,9,83.4,1,6,-0.25,1,5,-0.208,-0.208,0,-2,3,3
3297,J. Butler,N. Mirotic,N. Mohammed,E. Moore,T. Snell,CHI,2014-15,1,1.5,3,3,98.2,1,-1,0.5,1,0,1,0.75,0,0,3,3
3298,R. Butler,W. Bynum,O. Porter,K. Séraphin,R. Sessions,WAS,2014-15,1,0.3,1,0,84.7,1,1,1,1,1,0,0,0,0,3,3
3299,R. Butler,D. Gooden,M. Gortat,R. Sessions,M. Webster,WAS,2014-15,2,2.1,4,4,91.4,1,-1,0.333,0,-2,0.333,0.333,1,0,0.5,3
3300,R. Butler,D. Gooden,N. HilÃ¡rio,A. Miller,O. Porter,WAS,2014-15,1,2.3,4,4,84.7,1,1,0.167,0,0,0.167,0.167,1,0,0.5,3
3301,R. Butler,D. Gooden,T. Murry,R. Sessions,M. Webster,WAS,2014-15,1,2,4,4,94.4,0,0,0,0,0,0,0,3,4,3,3
3302,R. Butler,M. Gortat,K. Humphries,A. Miller,O. Porter,WAS,2014-15,5,9.3,18,19,95.7,1,-4,0.179,0,-5,0.179,0.179,1,2,0,3
3303,R. Butler,N. HilÃ¡rio,K. Humphries,O. Porter,R. Sessions,WAS,2014-15,1,6.2,12,10,85.2,2,4,0.026,-2,-4,-0.117,-0.117,1,3,-0.4,3
3304,R. Butler,N. HilÃ¡rio,A. Miller,K. Séraphin,M. Webster,WAS,2014-15,1,3.3,8,7,108.5,2,1,0.196,0,0,0,0.188,-1,-2,3,3
3305,D. Buycks,J. Clarkson,E. Davis,W. Johnson,R. Kelly,LAL,2014-15,2,6.3,12,11,87.2,2,5,-0.038,1,0,0.5,0,-2,-4,0.333,3
3306,N. Calathes,V. Carter,M. Gasol,J. Leuer,B. Udrih,MEM,2014-15,1,3.2,7,7,106.7,2,2,0.167,0,1,0.167,0.167,-1,-2,3,3
3307,N. Calathes,V. Carter,J. Leuer,T. Prince,B. Udrih,MEM,2014-15,1,3,6,5,87,3,3,0.333,0,1,0.333,0.333,-3,-4,3,3
3308,J. Calderón,T. Hardaway,S. Larkin,J. Smith,A. Stoudemire,NYK,2014-15,1,3.2,6,6,90.9,2,4,-0.286,1,1,-0.214,-0.214,-2,-4,3,3
3309,K. Caldwell-Pope,S. Dinwiddie,A. Drummond,C. Martin,A. Tolliver,DET,2014-15,2,1.1,3,3,129,1,0,0.5,1,1,0.75,0.75,0,0,3,3
3310,K. Caldwell-Pope,A. Drummond,B. Jennings,J. Meeks,J. Smith,DET,2014-15,2,10,22,21,102.9,3,5,0.008,3,3,0.321,0.077,-6,-4,-0.75,3
3311,K. Caldwell-Pope,R. Jackson,J. Meeks,G. Monroe,A. Tolliver,DET,2014-15,6,23.3,45,42,89.8,0,5,-0.048,5,11,0.067,0.006,-2,2,-0.246,3
3312,I. Canaan,J. Dorsey,N. Johnson,K. Papanikolaou,J. Smith,HOU,2014-15,1,8.4,16,16,91.6,2,1,0.1,1,1,0.333,0.133,-2,-2,-0.167,3
3313,D. Carroll,A. Horford,P. Millsap,D. Schröder,M. Scott,ATL,2014-15,1,0.6,1,1,75.8,1,2,1,1,2,0,0,0,0,3,3
3314,M. Carter-Williams,R. Covington,B. Davies,K. McDaniels,H. Thompson,PHI,2014-15,1,2.6,5,6,103.5,3,1,0.55,0,-1,0.55,0.55,-3,-2,-0.5,3
3315,M. Carter-Williams,R. Covington,J. Grant,L. Mbah a Moute,J. Sampson,PHI,2014-15,1,0.3,2,1,270,1,1,0,0,0,1,1,1,2,3,3
3316,M. Carter-Williams,B. Davies,D. Gordon,L. Mbah a Moute,H. Thompson,PHI,2014-15,1,1.2,3,2,102.9,1,1,0.333,1,0,0.5,0.5,0,0,3,3
3317,M. Carter-Williams,B. Davies,J. Grant,K. McDaniels,A. Shved,PHI,2014-15,1,0.9,1,2,83.1,1,0,1,1,0,1,1.5,0,0,3,3
3318,V. Carter,M. Conley,M. Gasol,J. Green,K. Koufos,MEM,2014-15,1,4.7,9,9,91.9,-1,-6,0.236,-1,-1,-0.167,0.245,6,6,0.375,3
3319,V. Carter,M. Conley,M. Gasol,J. Leuer,B. Udrih,MEM,2014-15,1,2.8,6,7,112.8,3,0,0.5,-2,-5,0.333,0.333,-1,-2,3,3
3320,V. Carter,M. Conley,M. Gasol,T. Prince,Z. Randolph,MEM,2014-15,4,8.3,17,14,90.2,1,3,-0.033,-2,-3,-0.167,-0.106,3,6,3,3
3321,O. Casspi,D. Collison,D. Cousins,Q. Miller,N. Stauskas,SAC,2014-15,1,3,7,7,113.3,1,3,-0.179,-2,-2,-0.429,-0.429,3,3,3,3
3322,O. Casspi,D. Cousins,R. Evans,R. Sessions,N. Stauskas,SAC,2014-15,2,2,6,4,119,0,-1,0.5,0,0,0.5,0.5,3,3,0,3
3323,O. Casspi,R. Evans,C. Landry,R. McCallum,B. McLemore,SAC,2014-15,1,1.5,2,3,80,1,-1,0.667,0,0,0.667,0.667,1,2,3,3
3324,O. Casspi,R. Hollins,C. Landry,N. Stauskas,D. Stockton,SAC,2014-15,1,2.8,6,6,103.5,1,-2,0.467,1,-2,1,0.633,0,2,-0.5,3
3325,O. Casspi,R. Hollins,B. McLemore,N. Stauskas,D. Stockton,SAC,2014-15,1,3.9,11,10,128.7,1,0,0.111,1,1,0.333,0.167,0,0,0,3
3326,M. Chalmers,J. Ennis,T. Johnson,H. Walker,H. Whiteside,MIA,2014-15,1,2.2,5,5,110.8,1,0,0.333,-1,-1,0.167,0.167,2,0,1,3
3327,M. Chalmers,J. Ennis,T. Johnson,H. Whiteside,S. Williams,MIA,2014-15,2,5.5,12,11,100.4,2,3,0.045,1,1,0.167,0.074,-2,-2,-0.25,3
3328,T. Chandler,M. Ellis,D. Harris,R. Jefferson,D. Nowitzki,DAL,2014-15,12,26.5,53,49,92.3,4,-3,0.118,-3,-11,0.136,0.091,-2,-2,-0.018,3
3329,T. Chandler,D. Harris,R. Jefferson,C. Parsons,C. Villanueva,DAL,2014-15,1,2.1,4,4,91.4,1,0,0.25,1,-1,1,0.375,0,1,3,3
3330,W. Chandler,K. Faried,D. Gallinari,J. Nelson,J. Nurkic,DEN,2014-15,1,21,40,40,91.5,2,6,-0.019,3,7,0.114,0.017,-4,-3,-0.25,3
3331,W. Chandler,K. Faried,J. Hickson,T. Lawson,N. Robinson,DEN,2014-15,1,1.3,3,2,91.1,1,1,0,0,0,0,0,1,0,1,3
3332,D. Collison,D. Cousins,B. McLemore,J. Thompson,D. Williams,SAC,2014-15,6,33.8,64,63,90.2,2,-11,0.14,-2,-3,-0.114,0.127,1,1,0.01,3
3333,N. Collison,S. Ibaka,P. Jones,K. Perkins,L. Thomas,OKC,2014-15,1,3.9,6,7,81,1,-1,0.167,1,-2,0.5,0.229,0,0,3,3
3334,N. Collison,R. Jackson,P. Jones,A. Morrow,K. Perkins,OKC,2014-15,3,15.6,29,30,90.8,2,1,0.058,-1,-4,0.238,0.038,0,0,0,3
3335,M. Conley,J. Green,K. Koufos,Z. Randolph,B. Udrih,MEM,2014-15,2,3.6,6,7,87.5,1,1,0.095,1,1,0.5,0.167,0,0,3,3
3336,M. Conley,K. Koufos,Q. Pondexter,T. Prince,Z. Randolph,MEM,2014-15,1,2.5,6,6,117.6,2,1,0.4,1,1,0.5,0.5,-2,-4,3,3
3337,C. Copeland,I. Mahinmi,C. Miles,L. Scola,C. Watson,IND,2014-15,1,7.1,14,15,98.5,3,0,0.273,1,3,-0.5,0.318,-4,-7,3,3
3338,C. Copeland,I. Mahinmi,D. Rudez,R. Stuckey,C. Watson,IND,2014-15,1,4.1,7,8,87.4,1,0,0.143,-1,-2,-0.25,0.071,2,2,3,3
3339,C. Copeland,L. Scola,D. Sloan,C. Watson,S. Whittington,IND,2014-15,1,1.4,4,3,120,1,0,0.5,1,1,0.5,0.75,0,2,3,3
3340,B. Cotton,R. Gobert,G. Jerrett,C. Johnson,E. Millsap,UTA,2014-15,1,0.5,1,0,46.5,1,1,1,1,1,0,0,0,0,3,3
3341,D. Cousins,C. Landry,R. McCallum,B. McLemore,N. Stauskas,SAC,2014-15,2,4.9,11,10,103.2,1,0,0.125,0,0,0,0.125,1,-4,0.5,3
3342,D. Cousins,C. Landry,B. McLemore,R. Sessions,D. Williams,SAC,2014-15,1,2.4,5,5,101.4,0,-3,0.333,0,-1,0.333,0.333,3,4,3,3
3343,D. Cousins,R. McCallum,B. McLemore,A. Miller,D. Williams,SAC,2014-15,3,2.3,7,5,125.2,0,-1,0.083,0,-1,0,0.083,3,2,0.5,3
3344,R. Covington,D. Gordon,K. McDaniels,H. Thompson,T. Wroten,PHI,2014-15,1,0.1,1,0,480,1,1,1,1,1,0,0,0,0,3,3
3345,R. Covington,J. Grant,K. McDaniels,J. Sampson,H. Thompson,PHI,2014-15,1,0.9,1,1,55.4,1,2,-0.333,1,2,-0.167,-0.167,0,1,3,3
3346,R. Covington,J. Grant,J. Sampson,M. Thomas,T. Wroten,PHI,2014-15,1,2.9,7,6,109.5,1,1,0.033,1,1,0,0.1,0,0,0,3
3347,R. Covington,G. Robinson,T. Robinson,J. Sampson,H. Thompson,PHI,2014-15,1,0.1,1,0,180,1,1,0,0,0,1,1,1,1,3,3
3348,J. Crawford,S. Hawes,A. Rivers,H. Turkoglu,C. Wilcox,LAC,2014-15,1,2.6,6,5,102.9,2,-1,0.467,2,3,0.667,0.667,-3,-4,3,3
3349,J. Crowder,L. Datome,J. Jerebko,I. Thomas,T. Zeller,BOS,2014-15,1,2.9,6,6,99.3,1,-1,0.5,1,-1,1,0.667,0,0,3,3
3350,J. Crowder,L. Datome,S. Randolph,M. Smart,J. Young,BOS,2014-15,1,1.3,3,2,92.3,1,0,0.5,0,-1,0.5,0.5,1,2,3,3
3351,J. Crowder,D. Harris,D. Nowitzki,C. Parsons,B. Wright,DAL,2014-15,1,0.8,2,2,120,1,2,0.333,1,1,0.5,0.5,0,0,3,3
3352,S. Curry,F. Ezeli,D. Green,A. Iguodala,S. Livingston,GSW,2014-15,4,7.9,18,19,112.4,2,-1,0.176,1,0,0.5,0.212,-2,-1,-0.5,3
3353,S. Curry,F. Ezeli,D. Green,A. Iguodala,K. Thompson,GSW,2014-15,14,24.3,48,51,97.9,1,-6,0.08,1,2,0.012,0.1,0,-1,0.067,3
3354,S. Curry,D. Green,J. Holiday,S. Livingston,K. Thompson,GSW,2014-15,1,1.8,5,3,107.7,1,3,-0.5,0,0,-0.5,-0.5,1,0,0.5,3
3355,S. Dalembert,T. Hardaway,P. Prigioni,J. Smith,A. Stoudemire,NYK,2014-15,1,1.1,2,2,86,1,-1,0.667,1,-1,1,0.917,0,-1,3,3
3356,T. Daniels,G. Dieng,R. Hummel,Z. LaVine,A. Wiggins,MIN,2014-15,1,0.9,3,2,128.6,1,1,0.5,0,0,0.5,0.5,1,0,0.5,3
3357,T. Daniels,G. Dieng,S. Muhammad,A. Wiggins,M. Williams,MIN,2014-15,1,1.2,4,3,142,2,4,0.4,1,3,0.25,0.5,-2,-2,3,3
