"idGame","numberPeriod","timeQuarter","secsPassedGame","slugTeamPlayer","playerOut","playerIn","numberEvent","lineupBefore","lineupAfter","slugTeamLocation"
41400233,1,"05:36",384,"LAC","Blake Griffin","Spencer Hawes",56,"Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes, Austin Rivers","DeAndre Jordan, JJ Redick, Matt Barnes, Austin Rivers, Spencer Hawes","Home"
41400233,1,"02:49",551,"LAC","Matt Barnes","Jamal Crawford",75,"DeAndre Jordan, JJ Redick, Matt Barnes, Austin Rivers, Spencer Hawes","DeAndre Jordan, JJ Redick, Austin Rivers, Spencer Hawes, Jamal Crawford","Home"
41400233,1,"02:49",551,"HOU","Dwight Howard","Clint Capela",76,"Dwight Howard, James Harden, Jason Terry, Terrence Jones, Trevor Ariza","James Harden, Jason Terry, Terrence Jones, Trevor Ariza, Clint Capela","Away"
41400233,1,"02:49",551,"HOU","Jason Terry","Pablo Prigioni",77,"James Harden, Jason Terry, Terrence Jones, Trevor Ariza, Clint Capela","James Harden, Terrence Jones, Trevor Ariza, Clint Capela, Pablo Prigioni","Away"
41400233,1,"02:49",551,"HOU","Terrence Jones","Josh Smith",78,"James Harden, Terrence Jones, Trevor Ariza, Clint Capela, Pablo Prigioni","James Harden, Trevor Ariza, Clint Capela, Pablo Prigioni, Josh Smith","Away"
41400233,1,"02:49",551,"HOU","Trevor Ariza","Corey Brewer",79,"James Harden, Trevor Ariza, Clint Capela, Pablo Prigioni, Josh Smith","James Harden, Clint Capela, Pablo Prigioni, Josh Smith, Corey Brewer","Away"
41400233,1,"01:47",613,"LAC","JJ Redick","Chris Paul",90,"DeAndre Jordan, JJ Redick, Austin Rivers, Spencer Hawes, Jamal Crawford","DeAndre Jordan, Austin Rivers, Spencer Hawes, Jamal Crawford, Chris Paul","Home"
41400233,1,"00:13",707,"LAC","DeAndre Jordan","Glen Davis",107,"DeAndre Jordan, Austin Rivers, Spencer Hawes, Jamal Crawford, Chris Paul","Austin Rivers, Spencer Hawes, Jamal Crawford, Chris Paul, Glen Davis","Home"
41400233,1,"00:13",707,"HOU","Clint Capela","Trevor Ariza",108,"James Harden, Clint Capela, Pablo Prigioni, Josh Smith, Corey Brewer","James Harden, Pablo Prigioni, Josh Smith, Corey Brewer, Trevor Ariza","Away"
41400233,1,"00:13",707,"LAC","Spencer Hawes","Dahntay Jones",109,"Austin Rivers, Spencer Hawes, Jamal Crawford, Chris Paul, Glen Davis","Austin Rivers, Jamal Crawford, Chris Paul, Glen Davis, Dahntay Jones","Home"
41400233,1,"00:13",707,"HOU","Josh Smith","Jason Terry",110,"James Harden, Pablo Prigioni, Josh Smith, Corey Brewer, Trevor Ariza","James Harden, Pablo Prigioni, Corey Brewer, Trevor Ariza, Jason Terry","Away"
41400233,1,"00:13",707,"LAC","Chris Paul","Matt Barnes",111,"Austin Rivers, Jamal Crawford, Chris Paul, Glen Davis, Dahntay Jones","Austin Rivers, Jamal Crawford, Glen Davis, Dahntay Jones, Matt Barnes","Home"
41400233,2,"09:46",854,"LAC","Spencer Hawes","Blake Griffin",137,"Austin Rivers, Chris Paul, Glen Davis, Jamal Crawford, Spencer Hawes","Austin Rivers, Chris Paul, Glen Davis, Jamal Crawford, Blake Griffin","Home"
41400233,2,"09:46",854,"LAC","Glen Davis","DeAndre Jordan",138,"Austin Rivers, Chris Paul, Glen Davis, Jamal Crawford, Blake Griffin","Austin Rivers, Chris Paul, Jamal Crawford, Blake Griffin, DeAndre Jordan","Home"
41400233,2,"08:36",924,"LAC","Austin Rivers","JJ Redick",153,"Austin Rivers, Chris Paul, Jamal Crawford, Blake Griffin, DeAndre Jordan","Chris Paul, Jamal Crawford, Blake Griffin, DeAndre Jordan, JJ Redick","Home"
41400233,2,"07:19",1001,"HOU","Pablo Prigioni","Jason Terry",168,"Corey Brewer, Dwight Howard, Josh Smith, Pablo Prigioni, Trevor Ariza","Corey Brewer, Dwight Howard, Josh Smith, Trevor Ariza, Jason Terry","Away"
41400233,2,"07:19",1001,"HOU","Corey Brewer","James Harden",169,"Corey Brewer, Dwight Howard, Josh Smith, Trevor Ariza, Jason Terry","Dwight Howard, Josh Smith, Trevor Ariza, Jason Terry, James Harden","Away"
41400233,2,"07:19",1001,"HOU","Josh Smith","Terrence Jones",170,"Dwight Howard, Josh Smith, Trevor Ariza, Jason Terry, James Harden","Dwight Howard, Trevor Ariza, Jason Terry, James Harden, Terrence Jones","Away"
41400233,2,"06:17",1063,"LAC","Chris Paul","Matt Barnes",180,"Chris Paul, Jamal Crawford, Blake Griffin, DeAndre Jordan, JJ Redick","Jamal Crawford, Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes","Home"
41400233,2,"03:51",1209,"LAC","Jamal Crawford","Austin Rivers",209,"Jamal Crawford, Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes","Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes, Austin Rivers","Home"
41400233,2,"03:51",1209,"HOU","Trevor Ariza","Corey Brewer",210,"Dwight Howard, Trevor Ariza, Jason Terry, James Harden, Terrence Jones","Dwight Howard, Jason Terry, James Harden, Terrence Jones, Corey Brewer","Away"
41400233,2,"03:01",1259,"LAC","Matt Barnes","Chris Paul",216,"Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes, Austin Rivers","Blake Griffin, DeAndre Jordan, JJ Redick, Austin Rivers, Chris Paul","Home"
